MU_1;MU_2;MU_3;MU_4;MU_5;MU_6;MU_7;MU_8;MU_9;MU_10;MU_11;MU_12;MU_13;MU_14;MU_15
-0.0006175263773959745;0.0018651463542669086;0.0005503865626471989;-8.21243273116847e-06;-0.000280720540155555;0.000387594408073313;-0.00056650621312592;0.00015887245450971424;-0.00030383654811460116;0.00015176741909523166;-4.941782860626791e-06;0.0001191904107405332;-0.0014833096686521251;0.0002379772294137319;0.0020166549202424882
-0.0006374761475032684;0.0018343489370342596;0.0005369503234918525;-3.0059249188096286e-05;-0.0004086515427737509;0.000339423395030228;-0.00048480126765563174;0.00023613391345335668;-0.00017402199341604843;0.0002850378921938292;9.068028470088451e-05;9.930120294677687e-05;-0.0015200603052354547;0.00021534847713733664;0.0019875619540387383
-0.0006424010741155809;0.0017573630153556086;0.0005170860221860111;-4.676784316021135e-05;-0.0005251244246221509;0.00027680412543369513;-0.00039248932366682245;0.0003104406620456419;-4.048429521419046e-05;0.0004133051684342527;0.00018634674946360765;7.243334776917351e-05;-0.0015477864728654135;0.00017218285118760738;0.0019264340597707405
-0.0006320959310660763;0.0016357760208447732;0.0004915138856062839;-5.77018355169694e-05;-0.0006272904288174816;0.00020105048612006882;-0.0002916761655796522;0.0003803252324964079;9.406719274249055e-05;0.0005332495595750943;0.0002800177397393166;3.909355142560317e-05;-0.0015660625711541069;0.00010883051573352865;0.001834256492599571
-0.0006067125382017413;0.0014722365631133695;0.00046109569567237416;-6.235504185972688e-05;-0.0007126235852446837;0.0001138117334610991;-0.0001846672898285831;0.0004444168359538262;0.00022692529209808584;0.0006417030975963178;0.0003697048055249527;-2.10857502241169e-08;-0.0015745396066909987;2.6205188654930766e-05;0.0017126868456186928
-0.000566757977665026;0.001270397362280583;0.00042681499626062784;-6.036401877306483e-05;-0.0007789817332869493;1.7012292193693922e-05;-7.391708428253094e-05;0.0005014380284786436;0.0003554384718132304;0.0007357558828658655;0.00045349936740280897;-4.4034834813413986e-05;-0.0015728940136948474;-7.422842072777291e-05;0.0015640101526547827
-0.0005130846790826946;0.0010348339130606748;0.0003897540138838075;-5.151754850853184e-05;-0.0008246588556594961;-8.722611513716378e-05;3.8018544795989626e-05;0.0005502039912494692;0.0004770419434477589;0.0008128700038810627;0.0005295926077943797;-9.193520181238089e-05;-0.001560871029829726;-0.0001905470390368441;0.001391109863662283
-0.00044687258114611513;0.0007709408286841565;0.00035106790887267167;-3.576291376727409e-05;-0.0008484275531837768;-0.00019666049185367512;0.00014852729512536696;0.0005896503538642438;0.0005892745578250878;0.0008709748035579431;0.0005963003738670649;-0.00014264474632626434;-0.0015384581171751948;-0.0003205385216505286;0.0011974597297669408
-0.00036960358634746584;0.0004848085793928763;0.00031195726173489886;-1.3208713265466741e-05;-0.000849570683119627;-0.00030897457174059877;0.00025498968935014517;0.0006189094335990909;0.0006898049528933636;0.000908509797798529;0.000652110528369308;-0.0001951030726305708;-0.0015061485713143757;-0.000461895599039807;0.0009871182883419841
-0.0002830285319095892;0.00018308391398629532;0.00027363988467791014;1.587617985776989e-05;-0.0008279013246196375;-0.0004217800496930872;0.00035484168318740427;0.0006374297220969727;0.0007764974770638918;0.0009243926617595893;0.0006957630623609685;-0.0002483208805585459;-0.0014651598508500143;-0.0006123351670871891;0.0007646832253689965
-0.00018912703331021264;-0.00012718253930017593;0.00023732297032038477;5.1067975147270255e-05;-0.0007837703513651006;-0.0005325774678950013;0.0004456570313750428;0.0006450953212099466;0.0008475367754007595;0.000917923547370846;0.0007263532472594427;-0.000301365134561806;-0.0014174119853646856;-0.0007695410467759195;0.0005351548030798909
-9.006093346031062e-05;-0.00043869821091452365;0.00020417616529627003;9.179790504135634e-05;-0.0007180610632837003;-0.0006387192827910149;0.0005252452802562404;0.0006422702016046875;0.0009015958900628381;0.0008886838699177058;0.0007434213916642609;-0.0003532592648573561;-0.0013651158587213803;-0.000930896067833662;0.0003036826051853917
1.187728400272906e-05;-0.0007440972521865369;0.00017530549119915324;0.0001373664862744791;-0.000632170662543586;-0.0007374453502573867;0.0005917458841209224;0.000629694087341633;0.000937986576814269;0.0008365220393733935;0.0007469746164738617;-0.00040283477194306093;-0.0013100046540876374;-0.001093105783371;7.523165520376945e-05
0.00011431906958302119;-0.001036113412313644;0.00015172746882280997;0.00018696107530176108;-0.000527978920517126;-0.0008260546143289244;0.0006436867635755758;0.0006082132377835079;0.0009566981738191748;0.0007617072827467051;0.0007373954295825725;-0.0004486303870760091;-0.0012525213091166038;-0.0012519661205330703;-0.0001457184476230551
0.00021487493723372494;-0.0013077542571740325;0.00013434281254391588;0.00023967503354909879;-0.00040780512021593434;-0.0009022185014587502;0.0006799776835650826;0.0005784349367641048;0.0009582455705476063;0.0006652542949099012;0.0007152400498244988;-0.0004889631284738097;-0.0011915091255801959;-0.0014025899667585219;-0.0003552805927417813
0.00031118803471648886;-0.0015524725351566692;0.00012391000878563118;0.00029452676284549525;-0.00027435505761273744;-0.0009643400748224486;0.0006998330081208924;0.0005405042066513661;0.0009433278572027599;0.0005492895440400375;0.0006810067061584551;-0.0005222509113139397;-0.0011249409176525126;-0.0015402800465033968;-0.0005499502606085743
0.0004009852376717643;-0.001764328503246952;0.00012102087437475433;0.0003504777984423394;-0.00013066021272996667;-0.0010117643015126454;0.0007026615920039319;0.0004942377860184605;0.000912431765893144;0.00041720623387866463;0.0006350232349028725;-0.0005475337701517039;-0.0010518118318926907;-0.0016618860870942168;-0.0007261058302100022
0.0004821265827491945;-0.001938135398069136;0.00012608201861878088;0.000406450974689574;1.9989132240093914e-05;-0.0010446228092459142;0.0006880047883863943;0.0004397392557672996;0.0008656350637905295;0.0002733351767555581;0.0005776084822439774;-0.0005649596025928143;-0.000974551201315483;-0.001767023352313888;-0.0008794732327407534
0.0005526551924416058;-0.0020695804835105863;0.00013930665883490976;0.00046135161971022496;0.00017411605515455796;-0.0010632176233784578;0.0006556153386857524;0.00037834499801793394;0.0008028788126294807;0.00012202592861578664;0.0005095577975724862;-0.0005758712698889156;-0.00090050672483515;-0.001858220956157833;-0.0010049970684974194
0.0006108495549795913;-0.0021553174256826566;0.0001607191743944485;0.0005140954129740676;0.0003281348856400762;-0.0010671178401199205;0.0006057212135702154;0.0003134071704282625;0.0007248037451076182;-3.361311809549455e-05;0.00043279392963181223;-0.000582183354597016;-0.0008407849050664132;-0.0019392372488619798;-0.0010975464723736211
0.0006552772800189674;-0.0021930319350985817;0.00019016988272648928;0.000563644606691549;0.00047843582650280964;-0.0010544613159793603;0.0005394054362771605;0.0002502128086376759;0.0006338893072379014;-0.00019266158588534364;0.00035079518077256943;-0.0005850495028896196;-0.0008055406441701319;-0.0020116152797257972;-0.0011535465055093127
0.0006848447012558329;-0.002181489300631143;0.00022735144124378845;0.0006090494567307964;0.0006214762333934329;-0.0010221197368489297;0.000458896181014952;0.0001945082475496017;0.0005352351893098483;-0.00035617303136518426;0.0002683171177486482;-0.0005833376360702447;-0.0007968109278388816;-0.002070879807360022;-0.0011729995913587945
0.0006988321661435963;-0.0021205753809638898;0.000271804623010967;0.0006494855609425178;0.0007538754260728763;-0.0009671790883603842;0.0003674855747382996;0.00014976794771738133;0.0004361484422802734;-0.0005252499173036623;0.00019012007752978647;-0.0005729064848721872;-0.0008025005825163394;-0.0021049504154259393;-0.0011607153519957768
0.0006969040822776537;-0.0020113375827343245;0.0003229041658436887;0.0006842740132100153;0.0008725057494955831;-0.0008895155847208448;0.00026887609396086093;0.0001143542228735307;0.00034401918427240125;-0.0006977511915782882;0.0001189498761020637;-0.0005477386476333435;-0.0007966501352706435;-0.0020974041275528704;-0.0011253605659090372
0.000679088909142474;-0.0018560182007837998;0.0003798270479552785;0.0007128741775386463;0.0009745696461216437;-0.0007942959335335222;0.00016603393607510133;8.054405151469573e-05;0.0002628759075229847;-0.0008652021867027384;5.3724583980365946e-05;-0.0005033163270483044;-0.0007498856538151307;-0.002036393172724233;-0.0010756129034820753
0.0006457374504412013;-0.0016580540293237933;0.0004415230039404068;0.0007348507520416353;0.001057653702414011;-0.000692512933854661;6.003537641270141e-05;3.732840432903486e-05;0.0001902290487527322;-0.0010123568794849964;-1.0648031158098044e-05;-0.0004412366160093166;-0.0006490651500788922;-0.0019264099931820186;-0.0010143370438772696
0.0005974831389595086;-0.0014220044932948277;0.0005067213317551554;0.0007498348610340926;0.0011197578836986803;-0.0005978604026143527;-5.0289549038963964e-05;-2.261953722265891e-05;0.00011665170934702306;-0.0011215272100842362;-8.065749524048279e-05;-0.0003724974840989428;-0.0005177727074191389;-0.0017961639916807325;-0.0009337357360410225
0.0005352358657504509;-0.0011533791303277156;0.0005740064713520957;0.0007575140818838921;0.0011593102126653192;-0.0005198108566915643;-0.00016717200231375053;-9.419723617443596e-05;3.0148090856614607e-05;-0.00118169223004302;-0.00015889735952139965;-0.00031617221902298923;-0.0004232284483047805;-0.0016942577187143686;-0.0008156365199700217
0.000460230795303609;-0.0008583715113295699;0.0006419681952623354;0.0007576856466488946;0.0011751884213539604;-0.0004554405128621296;-0.00029107658689021;-0.00015460052634051644;-7.479650700933971e-05;-0.0011989106824310297;-0.00023824027320412227;-0.000291408410321213;-0.00045566328352235477;-0.0016678157734439467;-0.0006400339684583637
0.0003741212995242598;-0.0005435626884739379;0.0007093835413832329;0.0007503807327608668;0.0011667720069942645;-0.00038512434623600046;-0.000417266157386593;-0.00016767944957171498;-0.00018708073979537538;-0.0012013256286127884;-0.00029942362627798964;-0.0003042121526788431;-0.0006771981469315117;-0.0017284967196137134;-0.0004010058828824974
0.0002790598566434261;-0.0002157054228985257;0.0007753379398818713;0.0007360182752738314;0.0011340332778031492;-0.00027774784303850604;-0.0005339179160006235;-0.00010106713217083087;-0.00027451109254612274;-0.001231599208724331;-0.00031607456015615644;-0.0003352437234381317;-0.0010576185315125434;-0.0018224332954592899;-0.00012314548937985133
0.00017767722432720102;0.00011829918803384938;0.0008391779687516051;0.00071549516838493;0.0010776444437981371;-0.00010782345008745116;-0.0006242304041563295;4.8050406034340396e-05;-0.0002920085519917376;-0.0013241019602580882;-0.0002684022790056971;-0.00033818893504338116;-0.0014354077660368872;-0.0018286069722556464;0.0001332268723502119
7.2880708928028e-05;0.0004511997818722914;0.0009002414400267857;0.0006901024791829002;0.0009990418950375415;0.00012023889114645636;-0.0006736430088571737;0.00023168209883496586;-0.000204855062526735;-0.00147355972849159;-0.00016125443204592437;-0.0002568102219996276;-0.0015490907612853708;-0.0016054394426452418;0.00028931047815142035
-3.2531886385528626e-05;0.0007750865831045714;0.0009574377880931237;0.0006612095443268115;0.0009003720968125869;0.0003538069511696631;-0.0006802899538964309;0.0003527915857594049;-1.9895649036981933e-05;-0.0016124876372771337;-3.6228037073861104e-05;-6.0456094181593614e-05;-0.0011621341097328764;-0.001083137429026662;0.00028974557068511846
-0.0001363177436364727;0.0010812586021107674;0.0010089083330515013;0.000629786999556351;0.0007842710480985629;0.0004970152431170751;-0.000663221317119805;0.00030391692648165414;0.0001928300656377233;-0.0016196829696785127;3.487828848610389e-05;0.0002157815216341448;-0.0002516847162659919;-0.00036436646138994586;0.00015491242840089955
-0.00023704775327245276;0.0013606099524891878;0.0010520864708974326;0.0005960020151410553;0.000653510193171864;0.0004508684561182777;-0.0006609808785900918;3.877921569020695e-05;0.00031002937602420615;-0.001374011757737215;-1.732604285381154e-05;0.0004524232013796126;0.0008342965055807603;0.00023459101516228463;1.2499611513559557e-05
-0.00033391159223970644;0.0016047322574999636;0.001084392389898567;0.000559217503693152;0.0005106524659849969;0.00018255190078279277;-0.0007153275181126885;-0.00035330881828778875;0.00021003530159994434;-0.0008441576840747141;-0.0002079297431429939;0.0004758908419193516;0.0013856473012441243;0.0002706918667064751;7.224994896789464e-05
-0.00042596358768805074;0.001807549035790834;0.0011044821452348092;0.0005186481521874872;0.0003579424692650757;-0.0002067111245365032;-0.0008423121177531474;-0.0006216153392927963;-0.00013796555166728383;-0.00017309029943856323;-0.0004517840874209936;0.00014713846276242373;0.0006041316401674664;-0.0005915407453874206;0.00052604390583444
-0.0005110484545891914;0.0019668140276206916;0.0011135058792510542;0.00047461091627427936;0.0001976280800551105;-0.00046411209396181763;-0.00100353137154373;-0.0004252287265658881;-0.0005925731499713358;0.00030620448042056924;-0.0005607614206006816;-0.0005186121877473361;-0.0018871174456506635;-0.002273974824733537;0.0013987643079272272
-0.0005850405327487843;0.0020845114447772682;0.0011154555038446732;0.00042983017137942505;3.273013215342102e-05;-0.000260876812024397;-0.0010984158473926087;0.0004907509096029227;-0.0008298073879780877;0.0001769375879433386;-0.00031383830046064046;-0.0012686630830040008;-0.005521200683655287;-0.004084198115247203;0.0024281035264928095
-0.0006422125060420391;0.002165430267143653;0.0011157324071503583;0.0003898565067859907;-0.00013202082480469018;0.0006374439398309853;-0.0009961425191974721;0.002078885334650661;-0.00045422771109030483;-0.0008365502327078227;0.000405049615849213;-0.0016500572894446106;-0.008626087940200417;-0.004832980034623721;0.0030802232148722294
-0.0006772299402775058;0.0022140917139391453;0.0011177890437446486;0.00036166674694571244;-0.00028962842758057137;0.0021727924197802615;-0.0006078122965353449;0.003868267193187143;0.0007775926829445383;-0.0026190348288682034;0.001460852094976811;-0.0012137558963329297;-0.008964695633669384;-0.0033798665811284627;0.002773729386008827
-0.0006883103838224157;0.0022314581000482136;0.0011190283708983058;0.0003501743317062185;-0.0004312196650496613;0.0038943996978773243;3.165422710056707e-05;0.005083538338511711;0.0027248198052459934;-0.004561508856525396;0.0024199307272278225;0.00017010516115469442;-0.004985829051301978;0.0005469284767195308;0.0012652783985875916
-0.0006797578732263451;0.0022135599376056567;0.0011085381398761125;0.0003536363885571026;-0.0005475842525389043;0.005076674659823804;0.000732099735190829;0.00504319626413997;0.004804485894003395;-0.005768458604203133;0.002707298612147119;0.0020770966769448223;0.0027918440652121533;0.005747314696489875;-0.001024273536726333
-0.0006613710075541103;0.0021534213822325485;0.0010696407824296453;0.00036030499630065193;-0.000631668755519523;0.005065934260470128;0.0012262650461999417;0.0036645935013033632;0.006264623939196308;-0.005581136751916306;0.001980894988178147;0.0036264261030775247;0.011329213008836266;0.009805626604744596;-0.003068855534337433
-0.0006435958201581424;0.0020454479297580324;0.0009883994838137935;0.0003491155488484153;-0.0006822304568439466;0.003687956757546463;0.0013528109125877917;0.0017141829871039464;0.006721448269179116;-0.004135393562835543;0.0005383631951195988;0.003996910178445194;0.01636531763854883;0.010451753759524184;-0.0038364655000781667
-0.000630842139062616;0.0018892615789665582;0.000864948879610353;0.000295668403380852;-0.000709623132915095;0.0014316823239796015;0.001227062180188296;0.0004814531006156279;0.006546564555966058;-0.002453463427557563;-0.0006156555859484682;0.00304993993789868;0.015019460257904176;0.007297991371621406;-0.00309432557185295
-0.0006179494476374726;0.001690089628199563;0.0007203532202389465;0.0001817540197576631;-0.0007422280228743792;-0.0007799290746153825;0.0012255099034671549;0.0009274847191033193;0.006600505856916881;-0.0017578278570579875;-0.00032742201623146453;0.0014990429587068686;0.007895929138098482;0.00247874080223591;-0.001698871022825095
-0.0005926490397032289;0.0014559618686832824;0.0005918618027282578;4.709246721922141e-06;-0.0008245357584935731;-0.0021185489971577765;0.0017241849855376015;0.002868146558307375;0.007337289169170928;-0.0023854789672901645;0.0017450022799040163;0.0003923070161943522;-0.0010491476302715882;-0.0006977452554509028;-0.0009586088593637424
-0.0005415072340427009;0.001195306496261639;0.0005155162716746901;-0.0002166040172146759;-0.0009944349193321456;-0.0023022604571057664;0.0027612435043617017;0.004922495231472838;0.008103236317793744;-0.003299071744549158;0.004554582260324034;0.00035615453883307;-0.006926844864925106;-0.00021558122320910195;-0.0015510199598132537
-0.0004544646520740109;0.0009177580221151714;0.0005037681022485331;-0.00044125287043997953;-0.0012419925708785768;-0.001647986232456204;0.003906701052957981;0.005441241902216263;0.007525208169796996;-0.0028867672845578752;0.006171360910221983;0.0012906481607601887;-0.006896965387857247;0.0031469940111005655;-0.0029932600082764006
-0.00032636669484257906;0.0006360577280379861;0.0005314624347061164;-0.00061311517624875;-0.0014798207514175417;-0.0007491741675081159;0.004471642926977992;0.0037379358083290287;0.0048341317997786255;-0.0005178140912492113;0.005154178742190553;0.0026921980501096116;-0.001674470406540282;0.0066087397209447386;-0.004152599147777434
-0.00015796840048386076;0.000363792875447051;0.0005415936985086641;-0.0006764503583574842;-0.001564046352090369;-0.00010012755978736022;0.003918880120129061;0.0005722138397246224;0.0008606445923526517;0.002605124893142256;0.0016700433698749477;0.004151335091981333;0.0052821815221476874;0.007741719163449329;-0.004278816456428242
4.1740563270984065e-05;0.00010747254260362313;0.0004716980047442052;-0.0005974021217912469;-0.0013709593842078497;5.297013344843442e-05;0.002206562344765608;-0.002496295020959244;-0.0023531455178014216;0.0042424190178676855;-0.0026126561327059353;0.005527908891728525;0.010111573141553558;0.00632453225613691;-0.003612235951469385
0.0002541284012397038;-0.00014133458960601604;0.0002881364117343717;-0.00038272852192783427;-0.0008816564595356416;-0.00035680587988308726;-0.00012509403370903225;-0.004202074564361959;-0.0030238858432912424;0.0029699972788412884;-0.00573012595678611;0.006726624441751562;0.010736503023612756;0.004180372604478864;-0.00309650230871474
0.000454256325422858;-0.0004057693454504195;8.453881484137609e-06;-8.435963579254952e-05;-0.00021029275238856925;-0.0013012503965568727;-0.002158970173401976;-0.0041504188265258915;-0.000901761698805914;-0.0005020726441364143;-0.006691709457448919;0.007358970132437645;0.007599665119561454;0.0032984949198924785;-0.003522866133918356
0.0006192911803867815;-0.0007125970744595821;-0.00030286375347885716;0.00021686098066916462;0.0004477780259601025;-0.002635902358259779;-0.0030107532999328885;-0.0026358887370304673;0.0026159388208888963;-0.003677847345491037;-0.005881579361215937;0.006687104212674947;0.002847121780790265;0.00399409753957871;-0.004854335720580321
0.0007374421039777103;-0.0010752575326491423;-0.0005649037107548693;0.00044348642508709735;0.0009123379520404921;-0.004046129303868423;-0.0022664452857397524;-0.00022858950284675858;0.005477243766336096;-0.004050269815458995;-0.004491269924034389;0.004089214335944395;-0.0011658741083572408;0.004743702162020023;-0.006260019222370945
0.0008115373032420577;-0.0014806324013794036;-0.0007200901576396481;0.0005535262046153324;0.001097605777879142;-0.005082987906823982;-0.00021996485496998433;0.0023888117171023595;0.006269749334729442;-0.0009376763426313936;-0.0035927114089098653;-0.00020330181714064242;-0.003036810828138844;0.00373347298767588;-0.00674948137607549
0.0008547107493146529;-0.0018879124351810208;-0.0007591482739458893;0.000553750441479103;0.001033615045565813;-0.0052995644142558645;0.0022559947318389895;0.004421903047140184;0.004949638419147286;0.004031202755474012;-0.0035586108586649285;-0.004819222855167027;-0.002644648151578014;0.0005745925059477936;-0.005811092114570774
0.0008810301323628032;-0.0022410066011029016;-0.0007173391247786092;0.00048720188479315366;0.000830071527805549;-0.004404214569736907;0.004161059902978659;0.005136047240308812;0.0026444790887001817;0.008113907019174842;-0.0041048698683784565;-0.007884940858628649;-0.0007609341824600851;-0.003354274480011205;-0.0035970050498150435
0.000897278906091165;-0.002487682937130355;-0.0006483990343088335;0.0004048923890855667;0.000613287601896042;-0.0023667136384864684;0.004862954331019333;0.0042159747113733985;0.0008289722184721574;0.009317128131594014;-0.004710085136097856;-0.008162337080972228;0.0015946599302630719;-0.00603099722548164;-0.0007334135732484645
0.0009008812388125016;-0.0025956714798754566;-0.000595769833309302;0.0003400208784917029;0.0004717158614261766;0.000532907641701352;0.004330069538360331;0.0020018396677282686;0.0004976500709191954;0.0074995172132515655;-0.004981969799798653;-0.005756990412838881;0.0036202549074869322;-0.0062434607655973825;0.0019088746122875428
0.0008842301741519414;-0.0025596888267694633;-0.0005775544437668593;0.0002975769270786518;0.000431049720039109;0.003724030353212275;0.0030080428390282087;-0.0006290154042242275;0.0017845948897798067;0.0040921715971327715;-0.0047550749925006006;-0.0019162427321982095;0.004860918626027351;-0.00427937296230553;0.003386733209843605
0.0008415177615977454;-0.0023990494088239243;-0.000589077012002479;0.000260190722388371;0.00046035310021777114;0.006474037171020882;0.001497375128752698;-0.0026625693899218024;0.004084732765634025;0.0009237718972816484;-0.0040129900805152465;0.0017773350780380093;0.005121438418894233;-0.0015887458467801977;0.0029741398725740224
0.0007735262297672404;-0.0021491870713564918;-0.000616419379484607;0.00020231727113333327;0.000497459128440576;0.008140189505324177;0.00026502218101185433;-0.0033846124219112953;0.006459254444989149;-0.0008983339830922932;-0.0028203038773194056;0.004183889014654089;0.004381515462619026;0.00015960999998817767;0.0006204382606079385
0.0006881429746621744;-0.0018514927959649213;-0.0006509561989856766;0.00010328615807021154;0.00047854939167286655;0.008461335745420172;-0.0004762900462701418;-0.0026332655692235573;0.008060326108392813;-0.0013889732190890027;-0.0013207074643315747;0.004937807277203633;0.0028316934970375753;2.5414997891674217e-06;-0.002738848416327609
0.0005971533602787171;-0.001544693120265901;-0.0006974115561490408;-4.651983831730939e-05;0.00036098723481872437;0.007728247221747313;-0.0007335643835912848;-0.0007717801660797579;0.008400092111308186;-0.0013084642541007082;0.000271062404842143;0.004313700419160134;0.0009577402797147004;-0.0018892706818860272;-0.005443702806877532
0.0005114238187952472;-0.001258250793290207;-0.0007727744439314367;-0.00024700910685311194;0.00013511689908898234;0.006711130313892328;-0.0006442822124534555;0.001566906720560777;0.00741085186981929;-0.001441622874831844;0.0017323885732430592;0.002888851564540081;-0.0005215446747038707;-0.0044364184280462;-0.005964133464282867
0.00043670763341341963;-0.001006481349560574;-0.0008975844962251202;-0.0004939087376011124;-0.00017420436615028212;0.006354688495666937;-0.00042592532127693476;0.003793679311402871;0.00534538659817376;-0.0020946102297260375;0.002898817872958726;0.001288531577251052;-0.0009817648551722871;-0.0063300682917102205;-0.0038039607365759204
0.00037159928306240226;-0.0007836146248984898;-0.0010833588888275855;-0.000782915765518896;-0.0005134524555292047;0.007359489267371884;-0.00037813188643066246;0.005539986906256331;0.0026316582421172714;-0.003080573487041646;0.003673117665544499;8.245725948525564e-05;-0.00033199428109097933;-0.006718200300622204;0.00019233446606586874
0.00030825420798630385;-0.0005634337075200027;-0.0013207636053495632;-0.0011075445772754107;-0.0008112436621383663;0.009798681926674773;-0.0008652759915762219;0.0066055534189074575;-0.0002054137269574912;-0.0040037047478091985;0.004019026438025346;-0.0003347335802724892;0.0008259600134012403;-0.005469650418855887;0.004284518098782644
0.00023568928350000068;-0.00030768657413675956;-0.0015736619351465679;-0.0014507103795656146;-0.000993781542435027;0.012920568697570174;-0.0021909545120478865;0.006767654430430789;-0.002545061973665572;-0.004463751498370525;0.004017786169650689;4.90800722920377e-06;0.0015868388120035728;-0.002945696089839706;0.006649099221780437
